Metro Area,Tract,Population,Land Area
Edmonton,8350059.00,6187.0,3.13
Edmonton,8350060.01,2582.0,1.61
Edmonton,8350060.02,3737.0,1.19
Edmonton,8350061.00,3306.0,1.2
Edmonton,8350062.01,0.0,2.55
Edmonton,8350062.02,3279.0,1.19
Edmonton,8350063.00,3990.0,2.22
Edmonton,8350064.01,2112.0,1.19
Edmonton,8350064.02,0.0,1.16
Edmonton,8350065.01,3242.0,1.27
Edmonton,8350065.02,3314.0,1.32
Edmonton,8350065.03,5.0,1.82
Edmonton,8350066.01,2647.0,0.93
Edmonton,8350066.02,2009.0,0.79
Edmonton,8350067.01,1574.0,0.64
Edmonton,8350067.02,2954.0,1.55
Edmonton,8350068.01,1688.0,0.56
Edmonton,8350068.02,3242.0,1.36
Edmonton,8350069.00,3087.0,1.36
Edmonton,8350070.00,4165.0,1.61
Edmonton,8350071.00,4092.0,1.55
Edmonton,8350072.00,3491.0,1.35
Edmonton,8350073.00,5327.0,1.71
Edmonton,8350074.00,10.0,1.36
Edmonton,8350075.01,1863.0,0.49
Edmonton,8350075.02,5795.0,1.8
Edmonton,8350075.03,2167.0,0.73
Edmonton,8350075.04,1969.0,0.47
Edmonton,8350075.05,4090.0,1.59
Edmonton,8350075.07,5299.0,1.37
Edmonton,8350075.08,5121.0,1.98
Edmonton,8350075.09,3020.0,1.34
Edmonton,8350075.10,6742.0,2.52
Edmonton,8350075.12,6218.0,2.02
Edmonton,8350075.13,3294.0,0.75
Edmonton,8350075.14,5279.0,1.58
Edmonton,8350076.01,2833.0,1.18
Edmonton,8350076.02,5481.0,1.73
Edmonton,8350077.01,3349.0,1.22
Edmonton,8350077.02,5602.0,1.58
Edmonton,8350078.02,4609.0,1.35
Edmonton,8350078.03,2387.0,1.16
Edmonton,8350078.05,3761.0,1.3
Edmonton,8350078.06,5972.0,1.63
Edmonton,8350078.07,4796.0,1.41
Edmonton,8350078.08,3692.0,1.07
Edmonton,8350078.09,4744.0,1.35
Edmonton,8350078.12,7280.0,2.28
Edmonton,8350078.15,2095.0,0.58
Edmonton,8350078.16,4132.0,2.03
Edmonton,8350078.18,5604.0,1.67
Edmonton,8350078.19,3350.0,2.33
Edmonton,8350078.20,5366.0,1.52
Edmonton,8350078.21,3300.0,0.93
Edmonton,8350078.22,3080.0,0.69
Edmonton,8350078.23,2633.0,1.28
Edmonton,8350078.24,4007.0,1.39
Edmonton,8350079.07,4973.0,1.17
Edmonton,8350079.08,7841.0,2.16
Edmonton,8350079.09,4108.0,3.78
Edmonton,8350079.10,1618.0,11.47
Edmonton,8350079.11,5220.0,10.17
Edmonton,8350079.12,134.0,18.34
Edmonton,8350079.13,2222.0,11.74
Edmonton,8350079.14,8205.0,2.69
Edmonton,8350079.15,5035.0,3.41
Edmonton,8350079.16,4873.0,2.57
Edmonton,8350079.17,6230.0,2.94
Edmonton,8350079.18,2994.0,1.35
Edmonton,8350079.19,4029.0,1.16
Edmonton,8350079.20,2414.0,1.13
Edmonton,8350090.01,5211.0,2.0
Edmonton,8350090.02,3456.0,0.92
Edmonton,8350090.03,2722.0,0.9
Edmonton,8350090.04,5636.0,1.56
Edmonton,8350090.05,4060.0,1.55
Edmonton,8350090.06,4220.0,1.53
Edmonton,8350090.07,5.0,2.78
Edmonton,8350090.08,3266.0,1.5
Edmonton,8350090.09,4911.0,1.96
Edmonton,8350090.11,2822.0,0.86
Edmonton,8350090.12,4361.0,1.05
Edmonton,8350090.13,3486.0,0.94
Edmonton,8350090.15,6659.0,2.76
Edmonton,8350090.16,2883.0,1.0
Edmonton,8350090.17,3117.0,1.1
Edmonton,8350090.18,2822.0,2.38
Edmonton,8350090.19,3243.0,0.88
Edmonton,8350090.20,3863.0,0.95
Edmonton,8350090.21,6323.0,1.85
Edmonton,8350090.22,4195.0,1.18
Edmonton,8350100.00,3689.0,1.94
Edmonton,8350101.01,5651.0,3.23
Edmonton,8350101.02,5772.0,5.08
Edmonton,8350102.00,4767.0,2.46
Edmonton,8350103.00,6614.0,2.87
Edmonton,8350104.02,7011.0,104.15
Edmonton,8350104.10,1668.0,11.49
Edmonton,8350104.13,4560.0,1.96
Edmonton,8350104.15,3102.0,1.09
Edmonton,8350104.16,4202.0,1.48
Edmonton,8350104.17,8131.0,30.96
Edmonton,8350104.19,7534.0,2.79
Edmonton,8350104.20,5472.0,1.66
Edmonton,8350104.25,6280.0,4.42
Edmonton,8350104.30,5963.0,2.38
Edmonton,8350104.32,6191.0,1.93
Edmonton,8350104.36,6102.0,1.73
Edmonton,8350104.40,7331.0,3.68
Edmonton,8350104.41,4655.0,1.06
Edmonton,8350104.42,3920.0,1.79
Edmonton,8350104.43,5.0,1.37
Edmonton,8350104.44,3320.0,0.85
Edmonton,8350104.45,5214.0,1.0
Edmonton,8350104.46,4435.0,0.91
Edmonton,8350104.47,4190.0,1.08
Edmonton,8350104.48,2195.0,0.74
Edmonton,8350104.49,9703.0,1.64
Edmonton,8350104.50,5560.0,1.6
Edmonton,8350104.51,5.0,1.8
Edmonton,8350104.52,1521.0,7.28
Edmonton,8350104.53,13388.0,2.61
Edmonton,8350104.54,0.0,2.65
Edmonton,8350104.55,225.0,15.62
Edmonton,8350104.56,198.0,19.13
Edmonton,8350104.57,20.0,5.18
Edmonton,8350104.58,16760.0,3.95
Edmonton,8350104.59,6267.0,4.76
Edmonton,8350104.60,2285.0,2.13
Edmonton,8350104.61,4995.0,3.95
Edmonton,8350104.62,336.0,63.15
Edmonton,8350104.63,3534.0,0.97
Edmonton,8350104.64,4323.0,0.77
Edmonton,8350104.65,4951.0,0.87
Edmonton,8350104.66,4881.0,1.12
Edmonton,8350104.67,2370.0,0.96
Edmonton,8350104.68,5077.0,1.52
Edmonton,8350104.69,3360.0,0.73
Edmonton,8350104.70,4557.0,3.24
Edmonton,8350104.71,6746.0,3.62
Edmonton,8350104.72,5409.0,7.77
Edmonton,8350104.73,6706.0,3.11
Edmonton,8350104.74,5245.0,5.3
Edmonton,8350104.75,10739.0,5.9
Edmonton,8350104.76,2897.0,3.6
Edmonton,8350104.77,2883.0,2.65
Edmonton,8350104.78,4180.0,1.13
Edmonton,8350104.79,4525.0,0.74
Edmonton,8350104.80,3623.0,0.82
Edmonton,8350104.81,3841.0,1.46
Edmonton,8350104.82,4582.0,1.55
Edmonton,8350104.83,4062.0,1.35
Edmonton,8350104.84,4187.0,1.36
Edmonton,8350105.03,3908.0,155.34
Edmonton,8350105.04,4486.0,90.71
Edmonton,8350105.05,4535.0,60.64
Edmonton,8350105.06,4550.0,151.14
Edmonton,8350106.02,4041.0,549.09
Edmonton,8350106.03,9489.0,37.79
Edmonton,8350106.04,7529.0,8.1
Edmonton,8350110.01,3556.0,1.68
Edmonton,8350110.02,4528.0,3.41
Edmonton,8350111.00,1986.0,5.51
Edmonton,8350120.01,7204.0,3.25
Edmonton,8350120.02,4496.0,5.0
Edmonton,8350120.03,2500.0,1.29
Edmonton,8350120.05,6969.0,4.86
Edmonton,8350120.07,6545.0,12.99
Edmonton,8350120.09,3538.0,1.71
Edmonton,8350120.10,4489.0,2.04
Edmonton,8350121.02,4169.0,2.04
Edmonton,8350121.03,2267.0,0.96
Edmonton,8350121.04,5869.0,3.0
Edmonton,8350121.06,5943.0,3.59
Edmonton,8350121.10,1318.0,3.61
Edmonton,8350121.11,1697.0,1.31
Edmonton,8350121.12,6885.0,2.86
Edmonton,8350121.13,5796.0,2.7
Edmonton,8350121.14,5502.0,1.26
Edmonton,8350121.15,4460.0,0.96
Edmonton,8350121.16,0.0,5.56
Edmonton,8350121.17,6493.0,1.5
Edmonton,8350121.18,3634.0,1.33
Edmonton,8350140.04,5819.0,91.06
Edmonton,8350140.08,2402.0,1.33
Edmonton,8350140.09,4093.0,1.13
Edmonton,8350140.10,6451.0,1.54
Edmonton,8350140.11,441.0,53.82
Edmonton,8350140.12,2497.0,38.64
Edmonton,8350140.13,25.0,18.11
Edmonton,8350140.14,3135.0,1.53
Edmonton,8350140.15,7315.0,1.54
Edmonton,8350140.16,2683.0,1.59
Edmonton,8350140.17,6658.0,1.4
Edmonton,8350140.18,20.0,3.51
Edmonton,8350140.19,2705.0,2.07
Edmonton,8350140.20,5422.0,1.87
Edmonton,8350140.21,3714.0,1.83
Edmonton,8350141.01,1077.0,68.39
Edmonton,8350141.02,5764.0,791.84
Edmonton,8350142.01,6872.0,581.93
Edmonton,8350142.02,3677.0,405.16
Edmonton,8350142.04,5955.0,250.8
Edmonton,8350142.05,4033.0,4.1
Edmonton,8350142.06,6352.0,7.05
Edmonton,8350150.01,4810.0,494.64
Edmonton,8350150.02,3939.0,292.66
Edmonton,8350151.03,4957.0,11.47
Edmonton,8350151.04,3104.0,1.13
Edmonton,8350151.05,4273.0,1.49
Edmonton,8350151.06,3836.0,4.06
Edmonton,8350151.07,4718.0,6.57
Edmonton,8350152.00,9142.0,21.59
Edmonton,8350153.01,4887.0,3.32
Edmonton,8350153.02,8318.0,7.7
Edmonton,8350154.00,11747.0,9.65
Edmonton,8350155.00,5089.0,715.46
Edmonton,8350156.00,6545.0,11.11
Edmonton,8350157.00,4724.0,1016.81
Edmonton,8350160.01,5584.0,229.42
Edmonton,8350160.03,1825.0,51.53
Edmonton,8350160.04,2606.0,151.72
Edmonton,8350161.01,5899.0,3.02
Edmonton,8350161.03,3646.0,1.5
Edmonton,8350161.04,4014.0,5.64
Edmonton,8350162.01,2690.0,1.16
Edmonton,8350162.03,7943.0,12.8
Edmonton,8350162.04,3428.0,2.08
Edmonton,8350162.05,6421.0,2.72
Edmonton,8350163.03,3648.0,15.49
Edmonton,8350163.05,6376.0,8.04
Edmonton,8350163.06,7969.0,11.91
Edmonton,8350164.01,3604.0,8.6
Edmonton,8350164.03,5135.0,125.91
Edmonton,8350164.04,5916.0,111.85
Edmonton,8350165.01,3045.0,169.82
Edmonton,8350165.03,981.0,62.33
Edmonton,8350165.04,5867.0,353.63
Edmonton,8350166.01,20.0,1.96
Edmonton,8350166.02,5090.0,1237.2
Edmonton,8350200.00,1329.0,9.28
Fredericton,3200001.00,695.0,0.63
Fredericton,3200002.00,3485.0,1.48
Fredericton,3200003.00,4036.0,1.71
Fredericton,3200004.00,6316.0,4.57
Fredericton,3200005.00,1604.0,2.03
Fredericton,3200006.00,5842.0,13.07
Fredericton,3200007.00,4442.0,23.38
Fredericton,3200008.00,8529.0,22.89
Fredericton,3200009.00,3866.0,8.47
Fredericton,3200010.00,1778.0,1.72
Fredericton,3200011.00,5294.0,4.81
Fredericton,3200012.00,3742.0,2.85
Fredericton,3200013.00,7508.0,23.75
Fredericton,3200014.00,3994.0,16.66
Fredericton,3200015.00,1985.0,5.89
Fredericton,3200016.00,0.0,0.01
Fredericton,3200017.00,1070.0,2.72
Fredericton,3200018.00,5084.0,751.9
Fredericton,3200019.00,1772.0,919.94
Fredericton,3200020.00,7519.0,159.44
Fredericton,3200021.00,4153.0,21.25
Fredericton,3200022.00,2806.0,375.02
Fredericton,3200023.00,7582.0,302.16
Fredericton,3200024.00,5935.0,1443.31
Fredericton,3200025.00,518.0,3.79
Fredericton,3200026.00,3317.0,403.73
Fredericton,3200027.00,486.0,362.08
Fredericton,3200028.00,610.0,29.44
Fredericton,3200029.00,2322.0,527.2
Fredericton,3200030.00,1237.0,294.35
Fredericton,3200031.00,1083.0,284.39
Granby,4500001.00,9696.0,23.5
Granby,4500002.00,8552.0,24.01
Granby,4500003.00,20.0,5.16
Granby,4500004.00,5514.0,2.14
Granby,4500005.00,4947.0,1.22
Granby,4500006.00,2820.0,4.64
Granby,4500007.00,2963.0,0.95
Granby,4500008.00,2094.0,1.2
Granby,4500009.00,4781.0,2.5
Granby,4500010.00,4666.0,0.91
Granby,4500011.00,3712.0,1.52
Granby,4500012.00,3993.0,2.03
Granby,4500013.00,3437.0,1.98
Granby,4500014.00,2670.0,13.88
Granby,4500015.00,4714.0,6.37
Granby,4500016.00,4446.0,60.7
Granby,4500100.01,1258.0,44.5
Granby,4500100.02,4208.0,24.8
Granby,4500100.03,5891.0,44.75
Granby,4500200.00,3341.0,50.12
Granby,4500201.00,2886.0,79.6
Granby,4500202.00,4224.0,97.64
Grande Prairie,8500001.00,7725.0,11.12
Grande Prairie,8500002.00,6269.0,2.53
Grande Prairie,8500003.00,5572.0,7.47
Grande Prairie,8500004.00,4676.0,2.2
Grande Prairie,8500005.00,4019.0,1.82
Grande Prairie,8500006.00,8062.0,8.21
Grande Prairie,8500007.00,5568.0,2.26
Grande Prairie,8500008.00,4154.0,3.16
Grande Prairie,8500009.00,7981.0,6.19
Grande Prairie,8500010.00,6072.0,7.54
Grande Prairie,8500011.00,2974.0,61.95
Grande Prairie,8500012.00,220.0,16.05
Grande Prairie,8500013.00,844.0,0.8
Grande Prairie,8500014.00,5.0,1.39
Greater Sudbury / Grand Sudbury,5800001.01,6780.0,29.41
Greater Sudbury / Grand Sudbury,5800001.02,3214.0,1.23
Greater Sudbury / Grand Sudbury,5800001.03,5730.0,202.31
Greater Sudbury / Grand Sudbury,5800001.05,2238.0,53.34
Greater Sudbury / Grand Sudbury,5800001.06,6356.0,13.73
Greater Sudbury / Grand Sudbury,5800002.00,4971.0,3.03
Greater Sudbury / Grand Sudbury,5800003.00,3996.0,2.06
Greater Sudbury / Grand Sudbury,5800004.00,4938.0,2.58
Greater Sudbury / Grand Sudbury,5800005.00,2347.0,1.45
Greater Sudbury / Grand Sudbury,5800006.00,4372.0,4.88
Greater Sudbury / Grand Sudbury,5800007.00,6792.0,13.56
Greater Sudbury / Grand Sudbury,5800008.00,3906.0,12.71
Greater Sudbury / Grand Sudbury,5800009.00,5995.0,6.51
Greater Sudbury / Grand Sudbury,5800010.00,3360.0,1.76
Greater Sudbury / Grand Sudbury,5800011.00,2442.0,0.86
Greater Sudbury / Grand Sudbury,5800012.00,2341.0,2.08
Greater Sudbury / Grand Sudbury,5800013.00,0.0,25.33
Greater Sudbury / Grand Sudbury,5800014.00,3517.0,3.22
Greater Sudbury / Grand Sudbury,5800015.00,3883.0,1.93
Greater Sudbury / Grand Sudbury,5800016.01,2042.0,5.5
Greater Sudbury / Grand Sudbury,5800016.02,4352.0,2.13
Greater Sudbury / Grand Sudbury,5800017.01,4338.0,3.13
Greater Sudbury / Grand Sudbury,5800017.02,3404.0,16.78
Greater Sudbury / Grand Sudbury,5800100.00,2027.0,12.78
Greater Sudbury / Grand Sudbury,5800101.00,6568.0,9.13
Greater Sudbury / Grand Sudbury,5800102.00,4396.0,341.85
Greater Sudbury / Grand Sudbury,5800110.00,2374.0,6.67
Greater Sudbury / Grand Sudbury,5800130.00,2945.0,4.81
Greater Sudbury / Grand Sudbury,5800131.00,4745.0,108.59
Greater Sudbury / Grand Sudbury,5800132.01,3325.0,582.46
Greater Sudbury / Grand Sudbury,5800132.02,412.0,170.16
Greater Sudbury / Grand Sudbury,5800140.00,4750.0,235.55
Greater Sudbury / Grand Sudbury,5800160.00,4641.0,24.22
Greater Sudbury / Grand Sudbury,5800161.01,4064.0,3.95
Greater Sudbury / Grand Sudbury,5800161.02,2971.0,9.21
Greater Sudbury / Grand Sudbury,5800162.00,4174.0,277.14
Greater Sudbury / Grand Sudbury,5800190.00,4048.0,534.89
Greater Sudbury / Grand Sudbury,5800191.00,6516.0,29.22
Greater Sudbury / Grand Sudbury,5800192.00,6372.0,10.99
Greater Sudbury / Grand Sudbury,5800193.01,2625.0,4.98
Greater Sudbury / Grand Sudbury,5800193.02,2562.0,5.28
Greater Sudbury / Grand Sudbury,5800193.03,2137.0,5.19
Greater Sudbury / Grand Sudbury,5800194.01,124.0,10.59
Greater Sudbury / Grand Sudbury,5800194.02,3450.0,569.82
Greater Sudbury / Grand Sudbury,5800200.00,2708.0,505.92
Greater Sudbury / Grand Sudbury,5800300.00,1357.0,314.46
Guelph,5500001.02,6821.0,6.68
Guelph,5500001.03,3814.0,5.08
Guelph,5500001.05,4289.0,1.86
Guelph,5500001.06,8396.0,10.93
Guelph,5500001.07,2841.0,1.35
Guelph,5500001.08,6465.0,4.24
Guelph,5500001.09,13765.0,7.3
Guelph,5500002.00,4355.0,2.36
Guelph,5500003.00,4650.0,1.92
Guelph,5500004.01,3353.0,2.31
Guelph,5500004.02,8673.0,2.38
Guelph,5500004.03,7140.0,7.74
Guelph,5500005.00,5185.0,2.04
Guelph,5500006.00,2256.0,0.59
Guelph,5500007.00,4391.0,1.3
Guelph,5500008.00,3259.0,1.47
Guelph,5500009.03,5210.0,1.83
Guelph,5500009.04,6074.0,1.85
Guelph,5500009.05,5601.0,2.09
Guelph,5500009.06,4681.0,1.75
Guelph,5500010.01,5203.0,0.99
Guelph,5500010.02,2465.0,1.07
Guelph,5500011.00,6022.0,2.09
Guelph,5500012.00,4410.0,1.88
Guelph,5500013.01,3178.0,1.61
Guelph,5500013.02,7320.0,3.5
Guelph,5500014.00,4873.0,146.36
Guelph,5500015.00,3923.0,9.23
Guelph,5500100.00,9031.0,146.48
Guelph,5500101.00,7944.0,214.82
Halifax,2050001.00,4123.0,5.7
Halifax,2050002.00,8358.0,11.52
Halifax,2050003.00,2885.0,2.36
Halifax,2050004.01,4045.0,0.48
Halifax,2050004.02,5466.0,0.48
Halifax,2050005.00,1813.0,0.77
Halifax,2050006.00,3553.0,1.05
Halifax,2050007.00,1947.0,1.16
Halifax,2050008.00,5203.0,0.5
Halifax,2050009.00,2875.0,0.63
Halifax,2050010.00,6019.0,0.83
Halifax,2050011.00,6013.0,0.81
Halifax,2050012.00,2901.0,0.52
Halifax,2050013.00,2630.0,0.8
Halifax,2050014.00,4390.0,1.84
Halifax,2050015.00,5389.0,2.04
Halifax,2050016.00,4021.0,2.56
Halifax,2050017.00,2999.0,2.91
Halifax,2050018.00,3758.0,1.4
Halifax,2050019.00,5126.0,0.89
Halifax,2050020.00,3602.0,1.0
Halifax,2050021.00,3544.0,0.88
Halifax,2050022.00,5581.0,2.83
Halifax,2050023.00,5208.0,1.54
Halifax,2050024.00,8618.0,2.18
Halifax,2050025.01,5201.0,1.05
Halifax,2050025.02,5515.0,1.91
Halifax,2050025.04,4818.0,0.91
Halifax,2050025.05,3746.0,1.56
Halifax,2050026.02,4855.0,1.51
Halifax,2050026.03,3348.0,1.39
Halifax,2050026.04,4346.0,0.65
Halifax,2050026.05,3866.0,0.77
Halifax,2050027.00,10379.0,4.5
Halifax,2050100.00,4352.0,5.84
Halifax,2050101.00,3476.0,1.67
Halifax,2050102.00,4979.0,1.32
Halifax,2050103.00,4281.0,1.89
Halifax,2050104.01,1976.0,1.24
Halifax,2050104.03,3116.0,2.35
Halifax,2050104.04,2628.0,1.0
Halifax,2050104.05,2862.0,1.5
Halifax,2050105.01,3129.0,1.19
Halifax,2050105.02,4569.0,2.11
Halifax,2050106.01,3758.0,1.56
Halifax,2050106.02,5117.0,8.96
Halifax,2050107.00,3166.0,1.54
Halifax,2050108.00,4859.0,2.27
Halifax,2050109.00,3316.0,1.27
Halifax,2050110.00,1819.0,0.81
Halifax,2050111.00,3328.0,0.97
Halifax,2050112.00,2505.0,1.65
Halifax,2050113.00,1397.0,3.05
Halifax,2050114.00,7506.0,18.16
Halifax,2050120.00,2251.0,23.47
Halifax,2050121.02,3144.0,1.64
Halifax,2050121.03,1927.0,17.81
Halifax,2050121.05,5102.0,16.56
Halifax,2050121.06,5643.0,6.51
Halifax,2050121.08,3499.0,1.57
Halifax,2050121.09,208.0,0.19
Halifax,2050121.10,5335.0,6.85
Halifax,2050122.01,3169.0,1.46
Halifax,2050122.03,3217.0,38.75
Halifax,2050122.04,4126.0,3.5
Halifax,2050122.05,3296.0,1.2
Halifax,2050123.01,2267.0,45.1
Halifax,2050123.02,4046.0,13.07
Halifax,2050123.05,3725.0,1.94
Halifax,2050123.06,2725.0,1.7
Halifax,2050123.07,3817.0,1.65
Halifax,2050123.08,2538.0,0.76
Halifax,2050123.09,3380.0,1.49
Halifax,2050130.03,5535.0,20.88
Halifax,2050130.04,3934.0,21.45
Halifax,2050130.07,2931.0,8.44
Halifax,2050130.08,2774.0,10.32
Halifax,2050130.09,3197.0,106.73
Halifax,2050131.01,4964.0,2.51
Halifax,2050131.02,4074.0,2.3
Halifax,2050131.03,6287.0,5.93
Halifax,2050131.04,3441.0,4.64
Halifax,2050131.05,3434.0,4.69
Halifax,2050132.03,6660.0,4.24
Halifax,2050132.04,6209.0,31.93
Halifax,2050132.06,13013.0,50.41
Halifax,2050132.07,6252.0,65.88
Halifax,2050132.09,15.0,0.44
Halifax,2050132.10,5866.0,67.51
Halifax,2050140.00,6762.0,170.25
Halifax,2050141.00,7031.0,207.33
Halifax,2050142.01,5627.0,6.71
Halifax,2050142.02,4510.0,50.47
Halifax,2050143.01,5781.0,279.77
Halifax,2050143.02,7152.0,110.13
Halifax,2050150.01,6586.0,99.28
Halifax,2050150.02,6321.0,71.74
Halifax,2050151.00,6125.0,176.52
Halifax,2050152.00,4383.0,618.37
Halifax,2050153.00,6149.0,1205.67
Halifax,2050154.01,20.0,0.83
Halifax,2050154.03,10.0,0.5
Halifax,2050154.04,3334.0,1733.6
Halifax,2050155.00,0.0,30.55
Halifax,2050200.00,4157.0,914.91
Halifax,2050201.00,13787.0,454.92
Halifax,2050202.00,4948.0,416.71
Halifax,2050300.00,2739.0,12.15
Hamilton,5370001.01,2133.0,5.51
Hamilton,5370001.02,5366.0,1.29
Hamilton,5370001.04,6603.0,1.7
Hamilton,5370001.05,5697.0,1.55
Hamilton,5370001.06,5154.0,1.48
Hamilton,5370001.07,3621.0,0.76
Hamilton,5370001.08,6727.0,1.64
Hamilton,5370001.09,4691.0,1.97
Hamilton,5370002.01,5271.0,1.48
Hamilton,5370002.03,2963.0,0.77
Hamilton,5370002.04,4582.0,0.98
Hamilton,5370002.06,3917.0,2.67
Hamilton,5370002.07,4961.0,1.32
Hamilton,5370002.08,2941.0,0.64
Hamilton,5370003.01,5081.0,1.22
Hamilton,5370003.02,3551.0,0.87
Hamilton,5370003.03,3181.0,0.73
Hamilton,5370003.04,6124.0,1.74
Hamilton,5370004.01,3296.0,0.98
Hamilton,5370004.02,4310.0,1.0
Hamilton,5370005.01,6021.0,1.85
Hamilton,5370005.02,3773.0,0.95
Hamilton,5370005.03,3945.0,0.94
Hamilton,5370006.00,5024.0,2.2
Hamilton,5370007.00,3498.0,0.86
Hamilton,5370008.00,2584.0,0.8
Hamilton,5370009.00,3580.0,0.86
Hamilton,5370010.00,3262.0,0.91
Hamilton,5370011.00,2357.0,0.85
Hamilton,5370012.00,1814.0,0.43
Hamilton,5370013.00,2953.0,1.55
Hamilton,5370014.00,2832.0,1.18
Hamilton,5370015.00,1652.0,0.62
Hamilton,5370016.00,1019.0,0.46
Hamilton,5370017.00,3483.0,2.63
Hamilton,5370018.00,53.0,0.38
Hamilton,5370019.00,4053.0,1.2
Hamilton,5370020.00,4065.0,1.09
Hamilton,5370021.00,4496.0,1.05
Hamilton,5370022.00,4761.0,0.92
Hamilton,5370023.00,2352.0,0.83
Hamilton,5370024.00,2567.0,0.8
Hamilton,5370025.00,2854.0,2.26
Hamilton,5370026.01,3476.0,0.94
Hamilton,5370026.02,1839.0,0.62
Hamilton,5370026.03,2308.0,0.97
Hamilton,5370026.04,1578.0,1.0
Hamilton,5370026.05,4009.0,2.73
Hamilton,5370026.06,6125.0,1.17
Hamilton,5370027.00,1070.0,0.54
Hamilton,5370028.00,2848.0,0.72
Hamilton,5370029.00,4571.0,1.02
Hamilton,5370030.00,4150.0,1.06
Hamilton,5370031.00,2036.0,0.95
Hamilton,5370032.00,3151.0,0.74
Hamilton,5370033.00,3201.0,0.7
Hamilton,5370034.00,5691.0,0.91
Hamilton,5370035.00,3969.0,0.44
Hamilton,5370036.00,3261.0,0.37
Hamilton,5370037.00,3183.0,0.32
Hamilton,5370038.00,4172.0,0.33
Hamilton,5370039.00,5533.0,0.35
Hamilton,5370040.00,2006.0,0.34
Hamilton,5370041.00,2327.0,0.41
Hamilton,5370042.00,2853.0,1.52
Hamilton,5370043.00,4305.0,1.88
Hamilton,5370044.00,3917.0,1.17
Hamilton,5370045.00,3285.0,3.23
Hamilton,5370046.00,3547.0,1.25
Hamilton,5370047.00,3131.0,1.23
Hamilton,5370048.00,1930.0,0.37
Hamilton,5370049.00,3191.0,0.45
Hamilton,5370050.00,4271.0,0.55
Hamilton,5370051.00,4225.0,0.55
Hamilton,5370052.00,3881.0,0.53
Hamilton,5370053.00,3070.0,0.5
Hamilton,5370054.00,2670.0,0.48
Hamilton,5370055.00,2989.0,0.54
Hamilton,5370056.00,3260.0,1.14
Hamilton,5370057.00,3022.0,0.6
Hamilton,5370058.00,2545.0,0.7
Hamilton,5370059.00,3062.0,0.72
Hamilton,5370060.00,2691.0,0.67
Hamilton,5370061.00,3356.0,0.6
Hamilton,5370062.00,3410.0,0.59
Hamilton,5370063.00,3147.0,0.57
Hamilton,5370064.00,1768.0,0.57
Hamilton,5370065.00,2576.0,1.79
Hamilton,5370066.00,4816.0,1.46
Hamilton,5370067.00,1948.0,2.37
Hamilton,5370068.00,940.0,4.95
Hamilton,5370069.00,835.0,5.54
Hamilton,5370070.00,2168.0,2.39
Hamilton,5370071.00,6349.0,1.86
Hamilton,5370072.01,118.0,4.62
Hamilton,5370072.02,4007.0,1.39
Hamilton,5370072.03,6804.0,0.71
Hamilton,5370072.04,3416.0,0.9
Hamilton,5370073.00,1400.0,1.76
Hamilton,5370080.01,2238.0,54.79
Hamilton,5370080.03,8406.0,4.8
Hamilton,5370080.05,8587.0,3.45
Hamilton,5370080.06,4952.0,2.15
Hamilton,5370080.07,4534.0,1.42
Hamilton,5370081.00,2308.0,0.99
Hamilton,5370082.00,3608.0,1.15
Hamilton,5370083.00,2604.0,0.86
Hamilton,5370084.01,2703.0,1.0
Hamilton,5370084.02,3090.0,1.0
Hamilton,5370084.03,2014.0,0.96
Hamilton,5370084.04,3127.0,2.46
Hamilton,5370084.05,3031.0,0.92
Hamilton,5370085.01,4002.0,2.56
Hamilton,5370085.02,6454.0,1.73
Hamilton,5370085.03,4348.0,8.02
Hamilton,5370086.01,4303.0,8.15
Hamilton,5370086.02,6185.0,3.72
Hamilton,5370100.03,7631.0,11.15
Hamilton,5370100.04,6399.0,22.03
Hamilton,5370100.05,5115.0,6.09
Hamilton,5370100.06,3352.0,71.23
Hamilton,5370101.02,4614.0,64.9
Hamilton,5370101.03,4816.0,6.22
Hamilton,5370101.04,3146.0,21.46
Hamilton,5370120.02,2037.0,76.97
Hamilton,5370120.03,6807.0,2.31
Hamilton,5370120.04,8047.0,3.27
Hamilton,5370121.00,1828.0,63.23
Hamilton,5370122.01,5731.0,2.83
Hamilton,5370122.02,6529.0,6.0
Hamilton,5370123.01,3393.0,3.19
Hamilton,5370123.02,5456.0,4.26
Hamilton,5370124.00,4366.0,14.63
Hamilton,5370130.02,3844.0,2.6
Hamilton,5370130.03,3327.0,2.09
Hamilton,5370131.00,4521.0,11.51
Hamilton,5370132.00,3119.0,1.1
Hamilton,5370133.01,3223.0,4.09
Hamilton,5370133.02,6120.0,2.38
Hamilton,5370140.04,3864.0,3.03
Hamilton,5370140.05,3551.0,5.02
Hamilton,5370140.06,4981.0,1.85
Hamilton,5370140.07,6701.0,5.36
Hamilton,5370140.08,4761.0,4.88
Hamilton,5370141.00,4035.0,38.03
Hamilton,5370142.01,3967.0,122.37
Hamilton,5370142.02,4030.0,137.75
Hamilton,5370143.00,3812.0,78.58
Hamilton,5370144.01,5305.0,61.05
Hamilton,5370144.02,1856.0,34.04
Hamilton,5370200.00,2700.0,16.17
Hamilton,5370201.00,4124.0,6.2
Hamilton,5370202.00,6353.0,3.04
Hamilton,5370203.00,2821.0,1.98
Hamilton,5370204.00,5083.0,1.83
Hamilton,5370205.01,3185.0,1.59
