Metro Area,Tract,Population,Land Area
Toronto,5350420.11,5917.0,2.77
Toronto,5350420.13,6205.0,1.87
Toronto,5350420.14,8657.0,0.89
Toronto,5350420.15,2333.0,0.97
Toronto,5350421.01,7209.0,4.42
Toronto,5350421.04,3715.0,0.7
Toronto,5350421.05,3408.0,1.02
Toronto,5350421.06,4294.0,1.06
Toronto,5350421.07,4018.0,1.56
Toronto,5350422.02,5842.0,1.87
Toronto,5350422.03,6807.0,3.59
Toronto,5350422.04,3761.0,0.84
Toronto,5350422.05,6730.0,1.55
Toronto,5350422.06,5356.0,1.84
Toronto,5350423.01,3738.0,1.73
Toronto,5350423.02,7750.0,2.65
Toronto,5350424.04,2542.0,1.37
Toronto,5350424.05,8853.0,2.27
Toronto,5350424.07,8306.0,2.1
Toronto,5350424.08,7012.0,2.31
Toronto,5350424.09,4648.0,2.12
Toronto,5350424.10,6441.0,2.73
Toronto,5350424.11,8859.0,4.16
Toronto,5350424.13,4554.0,25.95
Toronto,5350424.14,13157.0,4.9
Toronto,5350424.15,9958.0,6.91
Toronto,5350424.16,9013.0,3.56
Toronto,5350430.03,6001.0,3.16
Toronto,5350430.05,7487.0,2.15
Toronto,5350430.06,7367.0,2.05
Toronto,5350430.07,10270.0,9.58
Toronto,5350430.08,5992.0,6.7
Toronto,5350431.01,6534.0,49.08
Toronto,5350431.02,6213.0,133.7
Toronto,5350440.00,7728.0,22.47
Toronto,5350441.02,4356.0,1.56
Toronto,5350441.03,7228.0,3.05
Toronto,5350441.04,5748.0,4.58
Toronto,5350442.02,4325.0,1.6
Toronto,5350442.03,5110.0,4.01
Toronto,5350442.04,3680.0,1.49
Toronto,5350442.05,7173.0,3.55
Toronto,5350442.06,16709.0,7.69
Toronto,5350450.02,3175.0,1.45
Toronto,5350450.03,8386.0,5.1
Toronto,5350450.05,6191.0,3.0
Toronto,5350450.06,8327.0,3.35
Toronto,5350451.01,2237.0,1.06
Toronto,5350451.02,5336.0,1.99
Toronto,5350451.03,6810.0,2.52
Toronto,5350451.05,6081.0,2.55
Toronto,5350451.06,6701.0,1.93
Toronto,5350451.07,4927.0,3.5
Toronto,5350452.01,3174.0,1.4
Toronto,5350452.02,5024.0,1.43
Toronto,5350452.03,5280.0,3.74
Toronto,5350452.05,6411.0,2.33
Toronto,5350452.06,4573.0,1.18
Toronto,5350452.07,5309.0,1.96
Toronto,5350455.00,9009.0,127.23
Toronto,5350456.01,11526.0,61.79
Toronto,5350456.02,10104.0,18.25
Toronto,5350456.03,3998.0,37.64
Toronto,5350460.01,8659.0,25.79
Toronto,5350460.02,3503.0,113.5
Toronto,5350461.01,7215.0,16.41
Toronto,5350461.02,7956.0,176.42
Toronto,5350470.00,2951.0,33.68
Toronto,5350471.00,3283.0,171.35
Toronto,5350472.00,8349.0,10.17
Toronto,5350473.01,6539.0,3.8
Toronto,5350473.02,6898.0,3.19
Toronto,5350473.03,3616.0,2.09
Toronto,5350474.00,5912.0,30.36
Toronto,5350475.00,7728.0,13.11
Toronto,5350476.01,231.0,14.47
Toronto,5350476.02,2366.0,19.94
Toronto,5350480.01,4016.0,3.42
Toronto,5350480.03,3271.0,0.74
Toronto,5350480.04,1548.0,0.72
Toronto,5350480.05,6227.0,1.36
Toronto,5350480.06,2570.0,0.73
Toronto,5350481.02,4171.0,3.05
Toronto,5350481.03,0.0,0.9
Toronto,5350481.04,6521.0,1.88
Toronto,5350481.05,3677.0,1.12
Toronto,5350482.00,10879.0,186.75
Toronto,5350483.01,5384.0,9.78
Toronto,5350483.02,6930.0,65.33
Toronto,5350484.02,6769.0,93.79
Toronto,5350484.03,6364.0,10.36
Toronto,5350484.04,945.0,79.48
Toronto,5350485.02,8536.0,6.46
Toronto,5350485.03,108.0,5.77
Toronto,5350485.04,3933.0,1.43
Toronto,5350485.05,4979.0,1.48
Toronto,5350500.01,3678.0,0.81
Toronto,5350500.02,4780.0,3.16
Toronto,5350501.01,5718.0,8.85
Toronto,5350501.02,7122.0,4.04
Toronto,5350502.01,5645.0,1.16
Toronto,5350502.02,2533.0,0.69
Toronto,5350503.00,4946.0,1.67
Toronto,5350504.00,3419.0,1.38
Toronto,5350505.01,4476.0,2.77
Toronto,5350505.02,5664.0,3.86
Toronto,5350506.00,2609.0,1.89
Toronto,5350507.00,3707.0,2.06
Toronto,5350508.00,3533.0,1.31
Toronto,5350509.01,5122.0,1.96
Toronto,5350509.02,3418.0,2.92
Toronto,5350510.00,5388.0,6.31
Toronto,5350511.01,6086.0,0.45
Toronto,5350511.02,4795.0,1.39
Toronto,5350512.00,6056.0,2.05
Toronto,5350513.01,6781.0,3.53
Toronto,5350513.02,6215.0,1.1
Toronto,5350513.03,3297.0,1.07
Toronto,5350513.04,3662.0,1.36
Toronto,5350514.01,2355.0,3.34
Toronto,5350514.02,5464.0,1.93
Toronto,5350515.01,4185.0,2.75
Toronto,5350515.02,3771.0,1.41
Toronto,5350516.01,5393.0,1.45
Toronto,5350516.02,4749.0,1.75
Toronto,5350516.03,5630.0,1.12
Toronto,5350516.04,6257.0,1.03
Toronto,5350516.05,6210.0,1.17
Toronto,5350516.06,4784.0,0.91
Toronto,5350516.08,6218.0,1.33
Toronto,5350516.09,6899.0,2.38
Toronto,5350516.11,4699.0,2.18
Toronto,5350516.16,5132.0,2.95
Toronto,5350516.17,3403.0,1.08
Toronto,5350516.18,3428.0,1.16
Toronto,5350516.20,6104.0,1.32
Toronto,5350516.21,2898.0,1.35
Toronto,5350516.22,6826.0,1.68
Toronto,5350516.23,5541.0,1.32
Toronto,5350516.24,3953.0,2.82
Toronto,5350516.25,3749.0,2.81
Toronto,5350516.26,6580.0,1.5
Toronto,5350516.28,4571.0,0.92
Toronto,5350516.29,4699.0,0.75
Toronto,5350516.30,5955.0,2.4
Toronto,5350516.31,2713.0,1.42
Toronto,5350516.32,4971.0,1.04
Toronto,5350516.37,9288.0,1.15
Toronto,5350516.38,6492.0,1.58
Toronto,5350516.39,5087.0,3.5
Toronto,5350516.40,6304.0,1.32
Toronto,5350516.41,5727.0,0.67
Toronto,5350516.43,3930.0,1.27
Toronto,5350516.44,5237.0,1.28
Toronto,5350516.47,5083.0,1.25
Toronto,5350516.48,6541.0,0.91
Toronto,5350516.50,3934.0,0.78
Toronto,5350516.51,4543.0,0.94
Toronto,5350516.52,4704.0,0.67
Toronto,5350516.53,2656.0,0.56
Toronto,5350516.54,4518.0,0.43
Toronto,5350516.55,4674.0,1.06
Toronto,5350517.00,1710.0,1.25
Toronto,5350518.00,4328.0,0.74
Toronto,5350519.00,3975.0,1.11
Toronto,5350520.01,5179.0,2.62
Toronto,5350520.02,7509.0,1.65
Toronto,5350520.05,3581.0,0.57
Toronto,5350520.07,4929.0,0.34
Toronto,5350520.08,6094.0,1.1
Toronto,5350520.09,7166.0,0.27
Toronto,5350520.11,4856.0,0.4
Toronto,5350520.12,5010.0,0.08
Toronto,5350521.01,5504.0,0.2
Toronto,5350521.02,3404.0,0.86
Toronto,5350521.03,4787.0,0.63
Toronto,5350521.04,6542.0,1.29
Toronto,5350521.05,4248.0,0.75
Toronto,5350521.06,5540.0,0.62
Toronto,5350522.00,6034.0,1.75
Toronto,5350523.00,6084.0,1.18
Toronto,5350524.01,4658.0,0.81
Toronto,5350524.02,3569.0,0.62
Toronto,5350525.01,3274.0,0.52
Toronto,5350525.02,4207.0,1.79
Toronto,5350526.01,5810.0,0.76
Toronto,5350526.02,3502.0,0.81
Toronto,5350527.02,4904.0,1.16
Toronto,5350527.04,5615.0,1.67
Toronto,5350527.05,5369.0,1.65
Toronto,5350527.06,3606.0,1.06
Toronto,5350527.07,4775.0,1.3
Toronto,5350527.08,4069.0,1.21
Toronto,5350527.09,3312.0,1.91
Toronto,5350527.10,4657.0,1.49
Toronto,5350527.11,10056.0,0.97
Toronto,5350527.12,4671.0,1.14
Toronto,5350527.13,4060.0,0.16
Toronto,5350528.01,5534.0,1.32
Toronto,5350528.11,5232.0,0.22
Toronto,5350528.12,5477.0,1.45
Toronto,5350528.13,3397.0,1.45
Toronto,5350528.15,4194.0,0.89
Toronto,5350528.16,5079.0,0.87
Toronto,5350528.18,6633.0,1.55
Toronto,5350528.19,5068.0,0.77
Toronto,5350528.20,5726.0,3.25
Toronto,5350528.21,4781.0,1.39
Toronto,5350528.22,6329.0,1.38
Toronto,5350528.24,4983.0,4.64
Toronto,5350528.26,6807.0,0.64
Toronto,5350528.31,6442.0,0.82
Toronto,5350528.32,4088.0,1.95
Toronto,5350528.33,6224.0,2.53
Toronto,5350528.34,5810.0,3.34
Toronto,5350528.35,3056.0,15.03
Toronto,5350528.39,6827.0,5.93
Toronto,5350528.40,6071.0,3.51
Toronto,5350528.42,5315.0,1.16
Toronto,5350528.43,4975.0,0.72
Toronto,5350528.44,1887.0,0.68
Toronto,5350528.45,5454.0,0.98
Toronto,5350528.46,6862.0,0.89
Toronto,5350528.47,5044.0,1.61
Toronto,5350528.49,4740.0,1.74
Toronto,5350528.50,3385.0,0.55
Toronto,5350528.51,4420.0,0.57
Toronto,5350528.52,6489.0,3.35
Toronto,5350528.53,2554.0,5.21
Toronto,5350528.54,2935.0,1.4
Toronto,5350528.55,4761.0,0.9
Toronto,5350528.56,3455.0,0.62
Toronto,5350528.57,4104.0,0.93
Toronto,5350528.58,4073.0,0.88
Toronto,5350528.59,4224.0,0.64
Toronto,5350528.60,3626.0,0.64
Toronto,5350528.61,4026.0,0.59
Toronto,5350528.62,1778.0,43.69
Toronto,5350528.63,5942.0,12.0
Toronto,5350529.01,4097.0,1.0
Toronto,5350529.02,4675.0,0.79
Toronto,5350530.01,5217.0,0.84
Toronto,5350530.02,3117.0,0.4
Toronto,5350531.01,4106.0,0.67
Toronto,5350531.02,6405.0,1.33
Toronto,5350532.01,4319.0,0.83
Toronto,5350532.02,4508.0,0.69
Toronto,5350540.01,4850.0,1.56
Toronto,5350540.02,5658.0,1.09
Toronto,5350550.01,4672.0,7.57
Toronto,5350550.02,7557.0,2.99
Toronto,5350560.00,6482.0,4.13
Toronto,5350561.00,6821.0,4.62
Toronto,5350562.02,6521.0,2.05
Toronto,5350562.03,5071.0,1.07
Toronto,5350562.04,4830.0,1.05
Toronto,5350562.05,5930.0,1.29
Toronto,5350562.06,3056.0,0.85
Toronto,5350562.07,4600.0,1.11
Toronto,5350562.08,4201.0,1.04
Toronto,5350562.09,4023.0,1.0
Toronto,5350562.11,3110.0,0.77
Toronto,5350562.12,7158.0,0.91
Toronto,5350562.13,1192.0,5.96
Toronto,5350562.14,3889.0,0.99
Toronto,5350562.15,3624.0,0.97
Toronto,5350563.01,6622.0,0.86
Toronto,5350563.02,3396.0,1.01
Toronto,5350564.01,2351.0,0.84
Toronto,5350564.02,4893.0,0.92
Toronto,5350570.01,4012.0,8.15
Toronto,5350570.02,4200.0,1.31
Toronto,5350571.01,3838.0,0.73
Toronto,5350571.02,4308.0,1.36
Toronto,5350572.01,7707.0,2.09
Toronto,5350572.04,3388.0,0.8
Toronto,5350572.05,6290.0,0.82
Toronto,5350572.07,4650.0,1.2
Toronto,5350572.08,5661.0,0.86
Toronto,5350572.09,4674.0,1.68
Toronto,5350572.10,3567.0,0.48
Toronto,5350573.03,6410.0,1.4
Toronto,5350573.05,5978.0,1.39
Toronto,5350573.06,4611.0,0.82
Toronto,5350573.07,6129.0,1.54
Toronto,5350573.09,6086.0,1.38
Toronto,5350573.10,3168.0,0.8
Toronto,5350573.11,4944.0,0.68
Toronto,5350574.00,6640.0,1.97
Toronto,5350575.01,5985.0,1.2
Toronto,5350575.02,4910.0,1.0
Toronto,5350575.03,6598.0,1.08
Toronto,5350575.04,6562.0,1.57
Toronto,5350575.05,6956.0,1.55
Toronto,5350575.07,3967.0,0.74
Toronto,5350575.08,5669.0,1.0
Toronto,5350576.04,4529.0,3.23
Toronto,5350576.05,6834.0,1.53
Toronto,5350576.06,8244.0,2.42
Toronto,5350576.07,4495.0,3.53
Toronto,5350576.09,3966.0,1.87
Toronto,5350576.16,6366.0,0.99
Toronto,5350576.17,6724.0,1.18
Toronto,5350576.20,6606.0,0.97
Toronto,5350576.22,7297.0,1.73
Toronto,5350576.29,4160.0,0.73
Toronto,5350576.31,3726.0,1.58
Toronto,5350576.33,2624.0,0.76
Toronto,5350576.34,5987.0,1.79
Toronto,5350576.43,6487.0,1.4
Toronto,5350576.44,2727.0,0.87
Toronto,5350576.45,2816.0,0.55
Toronto,5350576.46,5286.0,0.68
Toronto,5350576.47,4274.0,1.55
Toronto,5350576.49,5144.0,0.76
Toronto,5350576.50,6726.0,1.22
Toronto,5350576.52,5738.0,0.9
Toronto,5350576.53,4365.0,0.83
Toronto,5350576.54,5729.0,2.59
Toronto,5350576.55,6734.0,1.13
Toronto,5350576.57,4141.0,2.91
Toronto,5350576.59,6394.0,0.93
Toronto,5350576.62,6824.0,1.17
Toronto,5350576.63,6577.0,2.3
Toronto,5350576.65,3054.0,1.47
Toronto,5350576.66,6457.0,2.92
Toronto,5350576.68,4910.0,1.1
Toronto,5350576.69,5710.0,1.55
Toronto,5350576.73,2587.0,21.87
Toronto,5350576.74,8511.0,3.35
Toronto,5350576.75,6421.0,1.71
Toronto,5350576.76,4803.0,0.86
Toronto,5350576.77,5196.0,0.86
Toronto,5350576.78,5212.0,19.4
Toronto,5350576.79,2684.0,9.67
Toronto,5350576.80,3248.0,0.5
Toronto,5350576.81,4741.0,0.69
Toronto,5350576.82,5296.0,0.79
Toronto,5350576.83,2549.0,0.4
Toronto,5350576.84,5595.0,1.69
Toronto,5350576.85,6827.0,1.09
Toronto,5350576.86,4443.0,0.86
Toronto,5350576.87,4013.0,0.96
Toronto,5350576.88,4353.0,0.57
Toronto,5350576.89,3694.0,0.67
Toronto,5350576.90,3930.0,1.37
Toronto,5350576.91,12629.0,21.16
Toronto,5350576.92,5764.0,3.6
Toronto,5350576.93,8477.0,2.24
Toronto,5350576.94,4490.0,0.98
Toronto,5350576.95,4269.0,0.8
Toronto,5350576.96,7097.0,1.04
Toronto,5350576.97,4351.0,0.98
Toronto,5350576.98,29669.0,6.79
Toronto,5350576.99,5773.0,14.04
Toronto,5350577.00,9294.0,2.0
Toronto,5350577.01,3270.0,0.6
Toronto,5350577.02,5173.0,1.48
Toronto,5350577.03,6193.0,1.4
Toronto,5350577.04,6712.0,2.32
Toronto,5350577.05,5208.0,1.12
Toronto,5350577.06,5823.0,1.57
Toronto,5350577.07,3726.0,0.5
Toronto,5350577.08,4532.0,0.79
Toronto,5350577.09,3472.0,0.48
Toronto,5350585.02,6275.0,76.73
Toronto,5350585.03,5493.0,8.17
Toronto,5350585.05,6882.0,4.06
Toronto,5350585.07,7842.0,98.21
Toronto,5350585.08,4020.0,42.8
Toronto,5350585.09,5872.0,2.53
Toronto,5350585.10,4628.0,1.94
Toronto,5350586.02,3032.0,85.52
Toronto,5350586.03,4674.0,79.32
Toronto,5350586.04,6588.0,1.17
Toronto,5350586.05,9563.0,3.7
Toronto,5350587.01,6072.0,132.05
Toronto,5350587.02,5640.0,152.61
Toronto,5350590.00,5041.0,1.87
Toronto,5350591.01,5602.0,3.14
Toronto,5350591.02,5314.0,2.97
Toronto,5350592.01,6839.0,3.46
Toronto,5350592.02,7371.0,3.73
Toronto,5350593.01,3289.0,181.47
Toronto,5350593.02,1809.0,84.39
Toronto,5350593.03,1747.0,3.52
Toronto,5350593.04,2576.0,8.99
Toronto,5350600.01,6273.0,4.94
Toronto,5350600.02,6756.0,5.33
Toronto,5350601.00,4159.0,3.25
Toronto,5350602.00,4851.0,4.0
Toronto,5350603.00,5790.0,1.17
Toronto,5350604.00,2382.0,0.87
Toronto,5350605.00,2544.0,1.53
Toronto,5350606.00,5384.0,3.4
Toronto,5350607.00,3068.0,3.24
Toronto,5350608.00,2746.0,1.4
Toronto,5350609.00,2943.0,2.16
Toronto,5350610.03,4563.0,1.1
Toronto,5350610.04,3228.0,0.99
Toronto,5350610.05,4592.0,1.8
Toronto,5350610.06,4234.0,1.43
Toronto,5350611.00,5025.0,4.95
Toronto,5350612.01,51.0,8.03
Toronto,5350612.03,6108.0,4.14
Toronto,5350612.05,5753.0,3.27
Toronto,5350612.08,5410.0,1.66
Toronto,5350612.10,44.0,4.2
Toronto,5350612.11,5655.0,2.44
Toronto,5350612.12,6550.0,1.79
Toronto,5350612.13,3763.0,1.22
Toronto,5350612.14,4311.0,2.12
Toronto,5350612.15,7989.0,4.05
Toronto,5350612.18,4410.0,1.58
Toronto,5350612.19,4008.0,1.02
Toronto,5350612.20,4302.0,1.05
Toronto,5350612.21,6922.0,1.36
Toronto,5350612.22,8217.0,1.44
Toronto,5350612.23,4957.0,1.34
Toronto,5350612.25,5324.0,1.59
Toronto,5350612.26,6373.0,1.13
Toronto,5350612.27,5327.0,1.57
Toronto,5350612.28,3918.0,1.96
Toronto,5350612.29,4110.0,0.65
Toronto,5350613.01,4269.0,1.9
Toronto,5350613.03,4207.0,1.75
Toronto,5350613.04,4856.0,1.33
Toronto,5350614.01,3141.0,1.58
Toronto,5350614.02,3929.0,3.07
Toronto,5350615.00,21317.0,40.13
Toronto,5350620.05,4761.0,1.04
Toronto,5350620.06,7833.0,1.13
Toronto,5350620.07,5458.0,0.97
Toronto,5350620.09,6174.0,0.94
Toronto,5350620.13,2419.0,126.5
Toronto,5350620.14,5784.0,1.69
Toronto,5350620.15,4095.0,0.82
Toronto,5350620.16,3238.0,0.47
Toronto,5350620.17,5138.0,0.91
Toronto,5350620.18,4634.0,0.69
Toronto,5350620.19,3155.0,0.89
Toronto,5350620.20,4584.0,0.93
Toronto,5350620.21,5328.0,0.86
Toronto,5350620.22,4823.0,0.94
Toronto,5350620.23,4508.0,2.75
Toronto,5350620.24,7044.0,1.26
Toronto,5350620.25,5889.0,2.95
Toronto,5350620.26,3554.0,1.23
Toronto,5350620.27,4385.0,0.9
Toronto,5350620.28,4093.0,0.71
Toronto,5350620.29,7578.0,1.41
Toronto,5350621.00,6057.0,2.54
Toronto,5350622.00,6203.0,2.63
Toronto,5350623.00,3572.0,1.49
Toronto,5350624.00,5288.0,1.72
Toronto,5350625.00,1457.0,15.12
Toronto,5350626.00,5927.0,190.34
Toronto,5350630.00,3352.0,110.43
Toronto,5350631.02,5911.0,2.4
Toronto,5350631.03,4968.0,1.65
Toronto,5350631.04,5650.0,1.61
Toronto,5350632.00,4412.0,2.06
Toronto,5350633.00,3736.0,3.66
Toronto,5350634.01,4381.0,3.0
Toronto,5350634.02,3595.0,1.44
Toronto,5350635.00,6022.0,2.9
Toronto,5350636.00,3185.0,1.56
Toronto,5350637.00,7306.0,129.29
Toronto,5350638.00,6034.0,6.47
Toronto,5350639.00,4399.0,10.35
Toronto,5350800.01,3828.0,1.04
Toronto,5350800.02,4844.0,10.44
Toronto,5350801.01,3579.0,1.44
Toronto,5350801.02,6181.0,3.84
Toronto,5350802.01,4011.0,2.17
Toronto,5350802.02,5373.0,2.26
Toronto,5350803.03,5633.0,2.96
Toronto,5350803.04,6258.0,2.78
Toronto,5350803.05,6850.0,2.46
Toronto,5350803.06,5452.0,1.56
Toronto,5350804.01,7216.0,3.06
Toronto,5350804.05,7125.0,3.05
Toronto,5350804.06,3011.0,0.82
Toronto,5350804.07,3796.0,0.91
Toronto,5350804.08,3623.0,2.47
Toronto,5350804.10,4860.0,1.5
Toronto,5350804.11,5896.0,1.69
Toronto,5350804.12,8874.0,7.49
Toronto,5350804.13,4931.0,1.91
Toronto,5350805.04,8024.0,6.96
Toronto,5350805.06,6154.0,1.48
Toronto,5350805.09,5648.0,1.12
Toronto,5350805.10,6464.0,1.18
Toronto,5350805.16,7541.0,2.04
Toronto,5350805.17,5598.0,1.23
Toronto,5350805.18,3011.0,0.76
Toronto,5350805.19,1794.0,0.3
Toronto,5350805.20,4716.0,1.7
Toronto,5350805.21,1664.0,2.29
Toronto,5350805.22,4696.0,2.38
Toronto,5350805.23,6964.0,5.92
Toronto,5350805.24,333.0,10.05
Toronto,5350805.25,10050.0,2.55
Toronto,5350805.26,346.0,5.85
Toronto,5350805.27,8917.0,1.81
Toronto,5350806.00,4854.0,62.47
Toronto,5350807.00,2375.0,119.22
Toronto,5350810.01,4123.0,0.61
Toronto,5350810.02,2402.0,0.78
Toronto,5350810.03,3147.0,1.07
Toronto,5350810.04,6306.0,2.54
Toronto,5350810.05,3642.0,3.37
Toronto,5350811.00,3882.0,3.55
Toronto,5350812.00,6203.0,1.55
Toronto,5350820.03,3884.0,1.16
Toronto,5350820.04,2704.0,0.47
Toronto,5350820.05,2371.0,0.99
Toronto,5350820.06,1994.0,1.63
Toronto,5350820.07,4088.0,1.32
Toronto,5350830.00,4964.0,186.31
Toronto,5350831.01,5660.0,12.12
Toronto,5350831.02,6904.0,17.62
Toronto,5350832.00,4028.0,204.47
Trois-Rivi�res,4420001.00,2709.0,0.63
Trois-Rivi�res,4420002.00,2724.0,0.86
Trois-Rivi�res,4420003.00,2465.0,3.0
Trois-Rivi�res,4420004.00,4521.0,2.7
Trois-Rivi�res,4420005.00,2133.0,2.14
Trois-Rivi�res,4420006.00,2257.0,0.72
Trois-Rivi�res,4420007.00,2216.0,0.9
Trois-Rivi�res,4420008.00,2975.0,2.08
Trois-Rivi�res,4420009.00,1823.0,0.43
Trois-Rivi�res,4420010.00,4220.0,1.72
Trois-Rivi�res,4420011.00,2434.0,1.29
Trois-Rivi�res,4420012.01,3409.0,1.06
Trois-Rivi�res,4420012.02,4338.0,1.79
Trois-Rivi�res,4420013.01,8186.0,51.16
Trois-Rivi�res,4420013.02,3786.0,2.0
Trois-Rivi�res,4420013.03,3278.0,5.21
Trois-Rivi�res,4420100.01,6934.0,3.05
Trois-Rivi�res,4420100.02,4564.0,9.15
Trois-Rivi�res,4420101.02,7563.0,13.83
Trois-Rivi�res,4420101.03,3677.0,1.6
Trois-Rivi�res,4420101.04,4440.0,1.79
Trois-Rivi�res,4420102.00,9702.0,62.77
Trois-Rivi�res,4420200.00,5312.0,2.82
Trois-Rivi�res,4420201.00,2665.0,1.12
Trois-Rivi�res,4420202.00,2125.0,0.68
Trois-Rivi�res,4420203.00,2869.0,1.26
Trois-Rivi�res,4420204.00,4482.0,4.69
Trois-Rivi�res,4420205.01,6369.0,3.23
Trois-Rivi�res,4420205.02,5550.0,2.67
Trois-Rivi�res,4420205.03,4040.0,1.75
Trois-Rivi�res,4420210.00,7666.0,39.52
Trois-Rivi�res,4420211.00,7731.0,61.05
Trois-Rivi�res,4420212.00,3432.0,91.36
Trois-Rivi�res,4420213.00,1807.0,58.17
Trois-Rivi�res,4420300.01,194.0,0.74
Trois-Rivi�res,4420300.02,8417.0,171.04
Trois-Rivi�res,4420301.00,59.0,20.67
Trois-Rivi�res,4420302.00,5085.0,247.83
Trois-Rivi�res,4420303.00,519.0,53.78
Trois-Rivi�res,4420304.00,2813.0,106.39
Vancouver,9330001.01,6154.0,1.02
Vancouver,9330001.02,8245.0,1.86
Vancouver,9330002.01,6949.0,1.94
Vancouver,9330002.03,3908.0,0.79
Vancouver,9330002.04,4527.0,0.78
Vancouver,9330003.01,3703.0,0.54
Vancouver,9330003.02,4519.0,1.12
Vancouver,9330004.01,7090.0,1.56
Vancouver,9330004.02,5548.0,1.18
Vancouver,9330005.00,7151.0,1.38
Vancouver,9330006.01,4998.0,0.92
Vancouver,9330006.02,6096.0,1.09
Vancouver,9330007.01,5724.0,2.67
Vancouver,9330007.02,4256.0,1.42
Vancouver,9330008.01,1646.0,1.84
Vancouver,9330008.02,4209.0,3.54
Vancouver,9330009.00,7168.0,1.66
Vancouver,9330010.01,5447.0,1.42
Vancouver,9330010.02,5197.0,1.39
Vancouver,9330011.00,6910.0,1.57
Vancouver,9330012.01,4455.0,0.89
Vancouver,9330012.02,4047.0,0.65
Vancouver,9330013.01,6634.0,1.14
Vancouver,9330013.03,5213.0,0.62
Vancouver,9330013.04,3580.0,0.48
Vancouver,9330014.01,2936.0,0.5
Vancouver,9330014.02,5651.0,0.81
Vancouver,9330015.01,5688.0,0.93
Vancouver,9330015.02,6770.0,1.34
Vancouver,9330016.01,4966.0,0.68
Vancouver,9330016.04,7340.0,0.94
Vancouver,9330016.05,4861.0,0.54
Vancouver,9330016.06,6489.0,0.12
Vancouver,9330017.02,6673.0,0.85
Vancouver,9330017.03,4948.0,0.74
Vancouver,9330017.04,2695.0,0.42
Vancouver,9330018.01,7070.0,0.9
Vancouver,9330018.02,7167.0,0.99
Vancouver,9330019.00,5611.0,1.84
Vancouver,9330020.00,3745.0,1.39
Vancouver,9330021.00,3624.0,2.21
Vancouver,9330022.00,3098.0,0.32
Vancouver,9330023.00,4387.0,1.2
Vancouver,9330024.00,6007.0,1.7
Vancouver,9330025.00,7567.0,1.99
Vancouver,9330026.00,4793.0,1.26
Vancouver,9330027.01,4138.0,1.27
Vancouver,9330027.02,3589.0,1.03
Vancouver,9330028.00,3121.0,1.47
Vancouver,9330029.00,7390.0,1.5
Vancouver,9330030.00,7346.0,1.46
Vancouver,9330031.01,6159.0,0.9
Vancouver,9330031.02,4566.0,0.69
Vancouver,9330032.01,4639.0,0.58
Vancouver,9330032.02,5058.0,0.66
Vancouver,9330033.01,5007.0,0.68
Vancouver,9330033.02,2977.0,0.45
Vancouver,9330034.01,6112.0,0.67
Vancouver,9330034.02,7476.0,1.34
Vancouver,9330035.01,4369.0,0.72
Vancouver,9330035.02,6793.0,1.53
Vancouver,9330036.01,6218.0,1.37
Vancouver,9330036.02,6125.0,1.47
Vancouver,9330037.01,5032.0,0.6
Vancouver,9330037.02,3503.0,0.52
Vancouver,9330038.00,6742.0,0.59
Vancouver,9330039.01,6284.0,0.71
Vancouver,9330039.02,5874.0,0.6
Vancouver,9330040.01,4131.0,0.27
Vancouver,9330040.02,4501.0,0.32
Vancouver,9330041.01,4511.0,0.38
Vancouver,9330041.02,7993.0,1.0
Vancouver,9330042.00,6591.0,1.09
Vancouver,9330043.01,3953.0,0.71
Vancouver,9330043.02,4311.0,1.0
Vancouver,9330044.00,4622.0,2.88
Vancouver,9330045.01,4821.0,0.67
Vancouver,9330045.02,5915.0,0.73
Vancouver,9330046.00,5349.0,0.49
Vancouver,9330047.01,3784.0,0.33
Vancouver,9330047.02,4200.0,0.39
Vancouver,9330048.01,5828.0,0.83
Vancouver,9330048.02,2590.0,0.39
Vancouver,9330049.02,5996.0,0.85
Vancouver,9330049.03,2991.0,0.25
Vancouver,9330049.04,3375.0,0.25
Vancouver,9330049.05,1291.0,0.64
Vancouver,9330049.06,8739.0,0.4
Vancouver,9330050.02,6240.0,0.68
Vancouver,9330050.03,6935.0,1.29
Vancouver,9330050.04,3196.0,0.31
Vancouver,9330051.01,3252.0,0.54
Vancouver,9330051.02,4608.0,0.76
Vancouver,9330052.01,6461.0,1.26
Vancouver,9330052.02,6242.0,1.33
Vancouver,9330053.01,6701.0,2.62
Vancouver,9330053.02,3819.0,0.8
Vancouver,9330054.01,3855.0,0.59
Vancouver,9330054.02,4638.0,0.79
Vancouver,9330055.01,5425.0,0.8
Vancouver,9330055.02,4406.0,0.65
Vancouver,9330056.01,4077.0,1.13
Vancouver,9330056.02,4467.0,0.67
Vancouver,9330057.01,3492.0,0.23
Vancouver,9330057.02,5012.0,1.63
Vancouver,9330058.00,4151.0,1.09
Vancouver,9330059.07,5646.0,0.25
Vancouver,9330059.08,7131.0,0.34
Vancouver,9330059.09,7976.0,0.2
Vancouver,9330059.10,7089.0,0.2
Vancouver,9330059.11,8566.0,0.86
Vancouver,9330059.13,5079.0,0.32
Vancouver,9330059.15,4958.0,0.15
Vancouver,9330059.16,5527.0,0.44
Vancouver,9330059.17,5200.0,0.57
Vancouver,9330059.18,2943.0,0.21
Vancouver,9330060.01,3184.0,0.15
Vancouver,9330060.02,5799.0,0.23
